Female,Male,25_45,Greater_than_45,Less_than_25,Divorced,Married,Separated,Significant_Other,Single,marital_status_Unknown,Widowed,age,priors_count,juv_offense,Black,White,is_recid,pred_0.2,pred_0.1,pred_0.05,pred_0.01,risk_0.2,risk_0.1,risk_0.05,risk_0.01
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,0.784464275489745,0,1.0,0.0,1,0.4469935766477489,0.3756387459305853,0.34810084964575466,0.3422180691051972,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,-0.05572639091177574,0,1.0,0.0,0,0.4243749672831627,0.3656569968063605,0.3686602074322295,0.35039762460029167,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,0.5744166088893649,0,0.0,1.0,1,0.42512015227005356,0.3661371927738299,0.3428637444970119,0.34175735144016334,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,0.36436894228898464,0,0.0,1.0,1,0.40353603377622016,0.35673865584919195,0.3376646190016619,0.3412969322020397,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.488005284253006,2.044750275092026,0,1.0,0.0,1,0.2604592211504818,0.2958308000909022,0.29389161990139,0.3209924282384652,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.4758217241125361,0,1.0,0.0,1,0.39676768157401854,0.3564798090781099,0.338893913280621,0.34005579069762,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,-0.6858693907129163,0,0.0,1.0,1,0.3408120068582726,0.3289148782763591,0.33891318992855785,0.34565169954226826,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.6858693907129163,0,0.0,1.0,0,0.2668150070559871,0.2713488435366254,0.29870020577678413,0.3309348402180095,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7096661519827598,-0.4758217241125361,0,0.0,1.0,0,0.13296938565308136,0.21127996785904649,0.21325058637485717,0.3104018872221581,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6411771260290793,-0.6858693907129163,0,1.0,0.0,0,0.09420805452056392,0.17467402948482819,0.26186437063290086,0.32282357768576797,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7943489678051525,0.9945119420901253,0,1.0,0.0,0,0.40986475601897177,0.38408641937019844,0.3107185179204494,0.33392286233241825,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,0.9945119420901253,0,1.0,0.0,1,0.5130052832473292,0.40436468942563497,0.38157791736951974,0.34936549207008116,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7299417169979158,0.36436894228898464,1,1.0,0.0,1,0.5222841449800043,0.4360290027724069,0.39227558443037164,0.35711075953337107,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.13716200624116698,-0.6858693907129163,0,1.0,0.0,1,0.2842413369612107,0.302969521392461,0.29938828841664644,0.3356966519422859,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,1.2045596086905055,0,0.0,1.0,1,0.5022689515642522,0.3997184947955266,0.36569479048222964,0.34480734454681,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22184482206355965,0.15432127568860443,0,1.0,0.0,1,0.3719896819438036,0.3429247568737121,0.32580403419519277,0.33917912281816626,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.403322468430613,-0.6858693907129163,0,1.0,0.0,0,0.1742968376456487,0.25883568919374755,0.2744097963463679,0.32639031183075023,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.725859941851472,-0.6858693907129163,0,0.0,1.0,0,0.23082002941396965,0.2907187870775235,0.32528227864434806,0.3395142044934682,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22184482206355965,2.4648456082927863,0,1.0,0.0,0,0.6118063758205741,0.4495887851249854,0.38403467425532145,0.3442449844961894,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2862520728707964,0.36436894228898464,1,1.0,0.0,0,0.392101393658429,0.3781297866429427,0.30961934054552354,0.33702680796357826,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5564943102066866,3.305036274694307,0,0.0,1.0,0,0.6398177578075942,0.48047953065911553,0.44303375345378615,0.35165188003115966,1,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.13716200624116698,0.15432127568860443,0,0.0,1.0,1,0.25529065530902245,0.2637253502298186,0.28502367669145173,0.32889024411821277,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8993073486427011,-0.4758217241125361,0,0.0,1.0,1,0.44525082261967164,0.4024251811091978,0.36417234236948964,0.34789797305892106,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0524791904187743,3.725131607895068,1,1.0,0.0,1,0.7614831365232347,0.55826999437428,0.4231272880177403,0.35108666497847396,1,1,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4758932695307377,-0.6858693907129163,0,0.0,1.0,0,0.32133903104148764,0.3201396053155607,0.3254511769065251,0.3423177690752552,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.26577405751215594,0,1.0,0.0,0,0.303029096600716,0.2877486607566363,0.3084930704901607,0.33184209957703936,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3871286785619013,-0.26577405751215594,0,1.0,0.0,0,0.29946126720308125,0.3251107666065771,0.3631081981784767,0.34709874068479724,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4758932695307377,-0.26577405751215594,0,0.0,1.0,1,0.32036047998750106,0.3097093526778963,0.34306344580768855,0.3414517935404068,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,-0.6858693907129163,0,1.0,0.0,0,0.36083761222881683,0.33781116944928496,0.3526409401717497,0.34900086976237615,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3871286785619013,0.784464275489745,0,1.0,0.0,0,0.1811409742538151,0.23010037399969413,0.3136433596937863,0.330852233365468,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5605760853531304,0.9945119420901253,0,0.0,1.0,0,0.5020148042062058,0.39955297202722834,0.37444335366995957,0.34768820225446295,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11688644122601105,3.935179274495448,0,1.0,0.0,0,0.6724628927631966,0.46825996719726914,0.40158242378046805,0.3390357232905414,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4758932695307377,-0.6858693907129163,0,1.0,0.0,1,0.32133903104148764,0.3201396053155607,0.3254511769065251,0.3423177690752552,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,1.2045596086905055,0,0.0,1.0,1,0.5569872783042132,0.4239558681763833,0.40155140546368906,0.3531988225096602,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.032203625403618374,2.044750275092026,1,1.0,0.0,1,0.6761507189766928,0.535862582712116,0.419794681090429,0.3586756793354261,1,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.217763046917116,-0.6858693907129163,0,0.0,1.0,0,0.24559169100889244,0.28872380846311535,0.374094386235389,0.34771906055704804,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4758932695307377,-0.6858693907129163,0,1.0,0.0,0,0.39732320991673176,0.37806373110917807,0.3712474236850759,0.3552439716759973,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4758932695307377,-0.4758217241125361,0,0.0,1.0,1,0.3410404341525281,0.3290671751442067,0.3305561017028431,0.34277884881009135,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3871286785619013,-0.6858693907129163,0,0.0,1.0,0,0.2635123512358327,0.3075008776384653,0.352465304392569,0.3461713803339378,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,-0.6858693907129163,0,0.0,1.0,0,0.36083761222881683,0.33781116944928496,0.3526409401717497,0.34900086976237615,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.13716200624116698,-0.4758217241125361,0,0.0,1.0,0,0.302682682221066,0.3116377586838507,0.30426880283456115,0.3361533717250639,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,-0.05572639091177574,1,1.0,0.0,0,0.43422677393668313,0.3968022406255271,0.35309574913260316,0.3494245339779666,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,2.4648456082927863,1,1.0,0.0,1,0.6811291738608767,0.5124610782581228,0.41147365269910996,0.3533402668168324,1,1,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8993073486427011,-0.26577405751215594,0,1.0,0.0,1,0.3865331795119129,0.35205861204746897,0.32385706644289824,0.3355564631945654,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,-0.6858693907129163,0,1.0,0.0,0,0.3408120068582726,0.3289148782763591,0.33891318992855785,0.34565169954226826,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22184482206355965,-0.05572639091177574,0,0.0,1.0,0,0.35145395305263477,0.33380828029598936,0.3207373366178397,0.3387203896365368,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.217763046917116,0.15432127568860443,0,1.0,0.0,0,0.31725662301665813,0.32328903731470415,0.3960265624253458,0.3495788042563252,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5564943102066866,0.9945119420901253,0,0.0,1.0,0,0.40034475500015265,0.3714323858183344,0.38139636040132113,0.3465346200909317,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.032203625403618374,0.36436894228898464,0,1.0,0.0,0,0.44135775536537836,0.39789138552005,0.35591535148128445,0.3474757803821434,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.13716200624116698,-0.26577405751215594,0,1.0,0.0,0,0.28332859356504086,0.2928577046978376,0.31625138396384495,0.33483889851518317,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,2.4648456082927863,1,1.0,0.0,1,0.7180602977609846,0.5324347032142075,0.44115007732838374,0.36012072944256207,1,1,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2862520728707964,0.15432127568860443,0,0.0,1.0,1,0.31269881384084885,0.316395307518765,0.28714390912225696,0.32931667255490504,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9637145994499379,1.2045596086905055,1,0.0,1.0,0,0.5175958676409318,0.43958136760526184,0.4673031690031419,0.36451166624593645,1,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.4758217241125361,1,1.0,0.0,1,0.4494620643860714,0.4064833819315679,0.35107061535855916,0.34574970052306864,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0524791904187743,-0.6858693907129163,0,0.0,1.0,0,0.1607256781103926,0.2076089139810185,0.2670137858258331,0.3237199272946599,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4758932695307377,0.15432127568860443,0,1.0,0.0,1,0.40329136560374823,0.35658035863056947,0.3461085088586988,0.3441638668398516,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,0.5744166088893649,1,1.0,0.0,1,0.5334962258266643,0.44112747268687175,0.39056414294396985,0.3558857734367027,1,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8105427576738646,-0.6858693907129163,0,1.0,0.0,0,0.1701359173953177,0.28488786283798145,0.3791337950779772,0.3520878507411737,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,-0.26577405751215594,0,0.0,1.0,0,0.23856341723015856,0.25576304177268555,0.28796092511019744,0.3312517503120787,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0524791904187743,-0.6858693907129163,0,1.0,0.0,0,0.2405052711668344,0.2722953147481414,0.29991148655588595,0.3322865154379105,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3709348886931891,-0.4758217241125361,0,1.0,0.0,0,0.2500403276126152,0.28647347599357786,0.26715148638810327,0.3263354545027999,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8993073486427011,0.15432127568860443,1,1.0,0.0,0,0.4940252469756233,0.42644122087066705,0.35307609664295225,0.34379963699213434,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4758932695307377,0.36436894228898464,0,1.0,0.0,1,0.424871719288802,0.36597709783911203,0.35136867557904194,0.34462613018121435,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,-0.4758217241125361,1,0.0,1.0,1,0.4229601786776095,0.3916924777699198,0.3633751834718924,0.35354267830099,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45561770451558176,-0.26577405751215594,0,1.0,0.0,0,0.2585713996824974,0.2907246706746616,0.2657472314432258,0.32516264167004716,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.4758217241125361,0,1.0,0.0,1,0.38629214385319355,0.35190125545194,0.33212881643592007,0.33839994991561173,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.6858693907129163,0,0.0,1.0,0,0.3654262799602283,0.34267059388830856,0.32701146782887236,0.33794173163188546,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7299417169979158,-0.4758217241125361,0,1.0,0.0,1,0.26314857217665266,0.2672249402133761,0.3150223686501744,0.33902533055155404,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.22184482206355965,-0.6858693907129163,0,1.0,0.0,0,0.36620046851381044,0.36405090638747317,0.35025813949197365,0.35018443603618454,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5403005203379745,-0.4758217241125361,0,1.0,0.0,0,0.23391336761816528,0.2783608420154004,0.25543853621401963,0.32309584118810686,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3024458627395086,-0.6858693907129163,0,0.0,1.0,0,0.23753583942386206,0.28463058784737516,0.3670167052525349,0.34604547114377876,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,0.9945119420901253,0,1.0,0.0,1,0.48003862578312506,0.3899883040055005,0.3603393003438022,0.34434496584803587,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.657370915897791,-0.6858693907129163,0,1.0,0.0,0,0.1561185512087452,0.2474835295740728,0.25666054128846566,0.32153678540605063,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.05572639091177574,0,0.0,1.0,0,0.42922901869208446,0.3706927494656375,0.3424824221467442,0.33931729573382013,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,2.254797941692406,1,1.0,0.0,1,0.717854440130394,0.5322629531445465,0.45042194152130255,0.3630586337305441,1,1,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.26577405751215594,1,1.0,0.0,1,0.4715605828055153,0.4163442327195922,0.3563650962196326,0.3462129694520634,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6411771260290793,0.5744166088893649,0,1.0,0.0,0,0.3484339480169392,0.348068587924995,0.3634798833925923,0.34393918283576164,0,0,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45561770451558176,0.15432127568860443,0,0.0,1.0,0,0.329696913652131,0.38640210082900023,0.36791790920558487,0.34882411531113194,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.032203625403618374,-0.4758217241125361,0,1.0,0.0,0,0.19381174578134502,0.23345610424097873,0.25925400265971904,0.32429020047069634,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11688644122601105,1.2045596086905055,0,1.0,0.0,1,0.436650826690765,0.3712779921746208,0.32458004626231596,0.33486417020832987,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7299417169979158,0.784464275489745,0,0.0,1.0,1,0.5017606558070343,0.39938747219786846,0.3832747459385445,0.35058025036372953,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,1.2045596086905055,0,0.0,1.0,1,0.5569872783042132,0.4239558681763833,0.40155140546368906,0.3531988225096602,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0524791904187743,-0.05572639091177574,0,1.0,0.0,0,0.3316788759297934,0.3249656730265785,0.3076612955518665,0.33541904423061614,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2380386119322717,-0.6858693907129163,0,0.0,1.0,0,0.27550504092589795,0.27532457297286067,0.3050954477754783,0.3325725149212398,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3709348886931891,-0.26577405751215594,0,0.0,1.0,1,0.26709075117409503,0.29486940556350055,0.2717102920838888,0.3267857033919727,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6411771260290793,-0.6858693907129163,0,0.0,1.0,0,0.18291566996251515,0.29311345703411407,0.39352091922559274,0.3554655059924303,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3227214277546644,-0.4758217241125361,0,1.0,0.0,1,0.41799629344377537,0.3657153587981677,0.35262129919750335,0.3433791931128079,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,-0.4758217241125361,0,1.0,0.0,0,0.3312283313052025,0.3246630743692732,0.32387590679627154,0.34111660221876555,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3709348886931891,-0.6858693907129163,0,0.0,1.0,1,0.13322885554352445,0.1916255377955528,0.2383852669191615,0.31568698915801485,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22184482206355965,0.9945119420901253,0,1.0,0.0,0,0.3383261550333818,0.3007381033862066,0.31073412416913593,0.33233743036900887,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8993073486427011,0.9945119420901253,1,0.0,1.0,1,0.5822350197883766,0.4666761990794343,0.37451334602823394,0.345649526323915,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,-0.6858693907129163,0,0.0,1.0,0,0.3118255295721767,0.3157987485285622,0.31882501442004346,0.3406565994653716,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,-0.6858693907129163,0,0.0,1.0,0,0.3024681539914335,0.3114897833735076,0.31227130659133173,0.3389993359356962,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3709348886931891,-0.4758217241125361,0,0.0,1.0,0,0.16779659146244472,0.21943456163665317,0.23663266141018569,0.31784925579183154,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.032203625403618374,0.784464275489745,0,0.0,1.0,0,0.4040255139847474,0.35705534413845635,0.32108751586933665,0.33559789635998793,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7096661519827598,-0.4758217241125361,0,0.0,1.0,0,0.21852347667803218,0.2703908889569813,0.24406809708635638,0.31987311772000987,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.26577405751215594,1,1.0,0.0,0,0.4825303701894199,0.42121630977967095,0.3633552802083186,0.3478869380021573,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.6858693907129163,0,1.0,0.0,0,0.2668150070559871,0.2713488435366254,0.29870020577678413,0.3309348402180095,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.05572639091177574,0,1.0,0.0,1,0.4400340625352422,0.3753741880446746,0.34934809798623784,0.34097531183440505,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,-0.6858693907129163,0,1.0,0.0,0,0.3408120068582726,0.3289148782763591,0.33891318992855785,0.34565169954226826,0,0,0,0
